Order_ID,Customer_ID,Order_Date,Product_Name,Category,Size,Color,Price,Quantity,Total_Amount,Rating,Feedback,Payment_Method,City,Delivery_Days
ORD486,CUST308,2026-01-21,Polo T-Shirt,T-Shirts,S,Beige,1761,2,3522,4,Average,COD,Hyderabad,3
ORD487,CUST416,2026-01-01,Blazer,Jeans,S,Yellow,2538,2,5076,5,Excellent,Net Banking,Bangalore,3
ORD488,CUST975,2026-02-28,Denim Jacket,Winter Wear,S,Black,1502,3,4506,3,Value for money,COD,Hyderabad,3
ORD489,CUST304,2026-01-08,Track Pants,Shirts,M,Black,3232,3,9696,5,Average,Card,Hyderabad,2
ORD490,CUST224,2026-02-23,Polo T-Shirt,T-Shirts,L,Blue,2365,3,7095,5,Average,UPI,Hyderabad,4
ORD491,CUST662,2026-02-17,Denim Jacket,Shirts,XL,White,1699,2,3398,2,Excellent,Card,Mumbai,6
ORD492,CUST848,2026-03-09,Jeans,Jackets,M,Black,947,3,2841,5,Excellent,Net Banking,Pune,7
ORD493,CUST589,2026-02-24,Blazer,Jeans,L,Red,1031,3,3093,5,Not satisfied,Net Banking,Chennai,3
ORD494,CUST477,2026-02-07,Jeans,Shirts,S,Black,2404,3,7212,1,Good quality,Net Banking,Chennai,2
ORD495,CUST684,2026-02-14,Joggers,Jackets,M,Black,3123,1,3123,3,Average,UPI,Mumbai,4
ORD496,CUST1038,2026-03-12,Track Pants,Shirts,S,Red,1898,2,3796,5,Value for money,UPI,Bangalore,3
ORD497,CUST677,2026-02-13,Chinos,Winter Wear,S,Blue,2472,1,2472,4,Value for money,Card,Chennai,5
ORD498,CUST115,2026-03-08,Hoodie,Bottomwear,L,Black,1353,3,4059,3,Average,UPI,Bangalore,4
ORD499,CUST64,2026-02-13,Denim Jacket,Jackets,M,Beige,1267,3,3801,1,Average,Card,Pune,2
ORD500,CUST557,2026-02-22,Formal Shirt,Winter Wear,M,Red,2351,2,4702,2,Value for money,Card,Bangalore,2
ORD501,CUST767,2026-01-05,Jeans,Shirts,XL,Black,3772,2,7544,5,Good quality,COD,Mumbai,5
ORD502,CUST1073,2026-02-09,Track Pants,T-Shirts,S,Blue,1340,3,4020,1,Not satisfied,Net Banking,Pune,6
ORD503,CUST238,2026-01-01,Hoodie,Shirts,S,Red,2412,1,2412,1,Value for money,Card,Hyderabad,6
ORD504,CUST640,2026-03-23,Jeans,Jeans,M,Grey,1673,2,3346,5,Average,Net Banking,Pune,2
ORD505,CUST559,2026-01-20,Polo T-Shirt,Jeans,S,Black,3051,3,9153,5,Excellent,COD,Delhi,4
ORD506,CUST1126,2026-02-10,Hoodie,T-Shirts,L,Grey,1201,1,1201,3,Value for money,Card,Delhi,5
ORD507,CUST104,2026/01/17,Casual Shirt,Winter Wear,S,White,2071,1,2071,1,Not satisfied,Net Banking,Bangalore,7
ORD508,CUST914,2026-03-20,Track Pants,Jeans,L,Grey,3420,3,10260,5,Excellent,Net Banking,Delhi,3
ORD509,CUST191,2026-03-31,Chinos,Shirts,XL,Green,3303,3,9909,4,Not satisfied,COD,Bangalore,3
ORD510,CUST529,2026-02-16,Denim Jacket,T-Shirts,L,Red,2356,2,4712,1,Excellent,Net Banking,Hyderabad,4
ORD511,CUST981,2026-03-01,Polo T-Shirt,Jeans,L,Blue,2580,1,2580,4,Excellent,Card,Delhi,7
ORD512,CUST146,2026-02-08,Joggers,Winter Wear,XL,Beige,1477,3,4431,2,Value for money,COD,Chennai,5
ORD513,CUST136,2026-02-13,Jeans,Jackets,XL,Beige,2823,2,5646,5,Good quality,COD,Pune,7
ORD514,CUST160,2026-03-15,Chinos,Shirts,XL,Red,2773,1,2773,4,Good quality,Card,Chennai,2
ORD515,CUST223,2026-03-29,Blazer,Winter Wear,L,Yellow,3141,3,9423,1,Excellent,COD,Bangalore,6
ORD516,CUST1,2026-01-19,Polo T-Shirt,Winter Wear,L,Beige,3021,3,9063,4,Good quality,COD,Pune,4
ORD517,CUST614,2026-03-14,Hoodie,Winter Wear,L,White,2886,1,2886,5,Value for money,Net Banking,Bangalore,4
ORD518,CUST128,2026-02-17,Joggers,Shirts,S,Red,949,2,1898,1,Good quality,Net Banking,Pune,6
ORD519,CUST808,2026-03-22,Track Pants,Jackets,XL,Beige,2062,2,4124,5,Good quality,COD,Chennai,3
ORD520,CUST386,2026-03-13,Denim Jacket,Jeans,XL,Blue,1681,3,5043,2,Good quality,UPI,Hyderabad,7
ORD521,CUST33,2026-01-19,Chinos,Jackets,XL,Blue,846,1,846,4,Not satisfied,Net Banking,Delhi,3
ORD522,CUST931,2026-03-07,Denim Jacket,Bottomwear,XL,Beige,1955,1,1955,2,Not satisfied,UPI,Delhi,5
ORD523,CUST485,2026-03-06,Hoodie,Winter Wear,L,Black,655,3,1965,4,Average,UPI,Delhi,5
ORD524,CUST164,2026-01-19,Joggers,Jeans,XL,White,2643,3,7929,1,Good quality,Net Banking,Pune,7
ORD525,CUST160,2026-03-29,Joggers,Bottomwear,L,Black,1907,3,5721,1,Not satisfied,Net Banking,Delhi,5
ORD526,CUST1176,2026-02-12,Denim Jacket,Jeans,L,Green,1186,1,1186,5,Average,Card,Hyderabad,7
ORD527,CUST970,2026-03-16,Polo T-Shirt,Bottomwear,S,Green,3813,3,11439,5,Excellent,Card,Chennai,2
ORD528,CUST260,2026-03-06,Formal Shirt,Jeans,L,Blue,3022,2,6044,3,Average,UPI,Pune,2
ORD529,CUST358,2026-03-17,Polo T-Shirt,Jackets,XL,Red,3808,1,3808,3,Good quality,Net Banking,Bangalore,6
ORD530,CUST68,2026-02-13,Formal Shirt,T-Shirts,M,Yellow,3583,2,7166,4,Good quality,Net Banking,Pune,7
ORD531,CUST343,2026-01-27,Blazer,Jackets,L,Black,3130,2,6260,1,Excellent,COD,Chennai,5
ORD532,CUST976,2026-02-08,Chinos,Jackets,M,Beige,3299,3,9897,4,Not satisfied,Card,Bangalore,6
ORD533,CUST891,2026-01-02,Hoodie,Winter Wear,XL,Red,2671,3,8013,1,Excellent,Card,Chennai,6
ORD534,CUST559,2026-02-12,Hoodie,Jeans,S,Green,3180,3,9540,4,Not satisfied,COD,Pune,7
ORD535,CUST400,2026-03-08,Track Pants,Jackets,M,Red,2743,1,2743,1,Excellent,UPI,Chennai,2
ORD536,CUST1076,2026-01-14,Chinos,Jeans,M,Green,1531,1,1531,1,Excellent,UPI,Hyderabad,6
ORD537,CUST445,2026-03-18,Formal Shirt,Jackets,S,White,2976,1,2976,4,Value for money,COD,Hyderabad,7
ORD538,CUST378,2026-02-02,Hoodie,Winter Wear,S,Yellow,1632,2,3264,3,Average,COD,Hyderabad,4
ORD539,CUST128,2026-02-18,Denim Jacket,Jeans,S,Green,3829,2,7658,2,Not satisfied,UPI,Chennai,3
ORD540,CUST805,2026-01-23,Chinos,Shirts,M,Beige,1394,3,4182,1,Not satisfied,Card,Hyderabad,2
ORD541,CUST150,2026-01-10,Blazer,Jackets,L,Yellow,576,2,1152,2,Excellent,UPI,Pune,5
ORD542,CUST546,2026-01-20,Track Pants,Winter Wear,S,Yellow,2458,2,4916,4,Excellent,COD,Hyderabad,5
ORD543,CUST988,2026-01-16,Blazer,Bottomwear,L,Red,3292,2,6584,4,Excellent,UPI,Mumbai,6
ORD544,CUST697,2026-01-11,Chinos,Jeans,M,Blue,2771,1,2771,4,Good quality,Card,Pune,5
ORD545,CUST219,2026/03/22,Track Pants,Winter Wear,S,Yellow,3511,1,3511,2,Excellent,COD,Hyderabad,7
ORD546,CUST489,2026-03-04,Denim Jacket,Shirts,L,Yellow,2687,2,5374,1,Excellent,Card,Hyderabad,4
ORD547,CUST88,2026-02-21,Formal Shirt,T-Shirts,XL,Blue,3535,3,10605,2,Excellent,UPI,Pune,3
ORD548,CUST1002,2026-03-25,Casual Shirt,Winter Wear,S,Grey,3372,3,10116,2,Excellent,COD,Pune,2
ORD549,CUST630,2026-01-13,Chinos,Bottomwear,M,White,3849,1,3849,1,Not satisfied,COD,Hyderabad,3
ORD550,CUST873,2026-02-13,Denim Jacket,Jeans,S,Blue,1817,1,1817,1,Value for money,COD,Mumbai,2
ORD551,CUST248,2026-02-05,Polo T-Shirt,Winter Wear,M,Red,2766,1,2766,4,Good quality,UPI,Bangalore,2
ORD552,CUST771,2026-01-21,Casual Shirt,Winter Wear,S,Black,529,1,529,1,Value for money,Card,Chennai,7
ORD553,CUST975,2026-03-30,Polo T-Shirt,T-Shirts,M,Green,2642,2,5284,4,Good quality,COD,Delhi,7
ORD554,CUST78,2026-03-18,Polo T-Shirt,Jackets,XL,White,one thousand,2,6136,3,Not satisfied,UPI,Delhi,3
ORD555,CUST394,2026-01-16,Joggers,Shirts,L,Grey,2401,3,7203,2,Average,UPI,Bangalore,2
ORD556,CUST306,2026-03-29,Chinos,Winter Wear,M,Blue,3244,1,3244,1,Average,Card,Bangalore,5
ORD557,CUST515,2026-02-12,Blazer,Winter Wear,S,White,3532,1,3532,5,Good quality,COD,Hyderabad,5
ORD558,CUST1055,2026-01-15,Formal Shirt,T-Shirts,XL,Red,2216,1,2216,3,Good quality,UPI,Mumbai,3
ORD559,CUST201,2026-01-31,Denim Jacket,T-Shirts,XL,Grey,801,2,1602,5,Not satisfied,UPI,Chennai,3
ORD560,CUST443,2026-03-20,Chinos,T-Shirts,XL,Red,1058,2,2116,2,Average,Card,Bangalore,4
ORD561,CUST261,2026-01-05,Blazer,Shirts,L,Blue,955,2,1910,4,Not satisfied,COD,Mumbai,3
ORD562,CUST605,2026-03-19,Polo T-Shirt,Jackets,M,Grey,854,2,1708,5,Not satisfied,COD,Delhi,5
ORD563,CUST948,2026-02-05,Casual Shirt,Jackets,XL,Grey,1515,2,3030,4,Value for money,COD,Delhi,3
ORD564,CUST1175,2026-01-01,Denim Jacket,Shirts,S,Yellow,3504,3,10512,1,Not satisfied,Net Banking,Chennai,7
ORD565,CUST201,2026-02-27,Chinos,T-Shirts,S,Black,3339,3,10017,4,Good quality,COD,Mumbai,4
ORD566,CUST490,2026-03-24,Formal Shirt,Shirts,XL,Green,1162,3,$3486,4,Value for money,UPI,Chennai,5
ORD567,CUST284,2026-02-21,Polo T-Shirt,Jeans,XL,Black,3069,1,3069,4,Average,UPI,Mumbai,5
ORD568,CUST553,2026-03-31,Blazer,Bottomwear,M,White,3041,2,6082,1,Value for money,Card,Hyderabad,2
ORD569,CUST785,2026-02-16,Chinos,Bottomwear,S,Red,2000,1,2000,5,Excellent,COD,Bangalore,4
ORD570,CUST489,2026-03-11,Formal Shirt,Jackets,XL,Grey,3584,3,10752,2,Average,Card,Mumbai,6
ORD571,CUST867,2026-02-05,Casual Shirt,Shirts,L,Red,2353,2,4706,5,Value for money,UPI,Chennai,7
ORD572,CUST1090,2026-03-28,Joggers,Jeans,XL,Red,3776,3,11328,1,Good quality,Net Banking,Hyderabad,2
ORD573,CUST801,2026-01-23,Hoodie,Shirts,S,Blue,1630,1,1630,2,Not satisfied,COD,Bangalore,6
ORD574,CUST47,2026-02-07,Denim Jacket,Jackets,M,Yellow,1920,2,3840,4,Excellent,Card,Bangalore,2
ORD575,CUST46,2026-01-30,Joggers,Jackets,L,Beige,2870,2,5740,3,Not satisfied,Net Banking,Chennai,4
ORD576,CUST1162,2026-01-17,Hoodie,T-Shirts,L,Grey,2483,2,4966,3,Excellent,COD,Mumbai,4
ORD577,CUST934,2026-01-22,Blazer,T-Shirts,L,Blue,1218,3,3654,2,Good quality,COD,Hyderabad,2
ORD578,CUST649,2026-03-15,Polo T-Shirt,Winter Wear,L,Red,1255,1,1255,5,Excellent,Card,Mumbai,3
ORD579,CUST764,2026-02-27,Joggers,T-Shirts,L,White,602,2,1204,4,Good quality,Net Banking,Mumbai,3
ORD580,CUST9,2026-03-11,Joggers,Jeans,L,Yellow,1687,3,5061,2,Value for money,Net Banking,Mumbai,7
ORD581,CUST231,2026-03-03,Casual Shirt,T-Shirts,S,Green,601,2,1202,5,Good quality,Net Banking,Mumbai,2
ORD582,CUST669,2026-01-08,Blazer,Jackets,M,Grey,3700,2,7400,2,Excellent,UPI,Delhi,5
ORD583,CUST179,2026-03-07,Denim Jacket,T-Shirts,XL,Red,2970,3,8910,5,Excellent,Card,Chennai,3
ORD584,CUST876,2026-02-17,Denim Jacket,Jeans,S,Green,1912,2,3824,3,Not satisfied,UPI,Bangalore,7
ORD585,CUST910,2026-02-23,Chinos,Jeans,M,Beige,3484,2,6968,2,Value for money,UPI,Bangalore,3
ORD586,CUST622,2026-03-02,Joggers,Jeans,S,Beige,862,1,862,4,Average,Net Banking,Bangalore,6
ORD587,CUST947,2026-03-14,Polo T-Shirt,T-Shirts,M,Beige,1685,3,5055,4,Excellent,Card,Delhi,4
ORD588,CUST1012,2026-03-13,Chinos,T-Shirts,S,Black,1130,2,2260,3,Not satisfied,UPI,Pune,7
ORD589,CUST590,2026-02-23,Polo T-Shirt,Winter Wear,M,Black,988,2,1976,4,Excellent,Card,Delhi,5
ORD590,CUST1159,2026-02-25,Hoodie,Jackets,XL,White,2028,3,6084,5,Excellent,Card,Bangalore,6
ORD591,CUST120,2026-01-19,Track Pants,Winter Wear,M,Red,1168,1,1168,3,Average,Net Banking,Pune,4
ORD592,CUST100,2026-02-07,Hoodie,Bottomwear,S,Grey,3639,3,10917,2,Excellent,COD,Delhi,4
ORD593,CUST648,2026-03-29,Hoodie,Jeans,L,White,2688,3,8064,3,Good quality,UPI,Bangalore,6
ORD594,CUST577,2026-02-17,Chinos,Winter Wear,L,Blue,919,1,919,2,Value for money,COD,Bangalore,6
ORD595,CUST1077,2026-03-10,Joggers,Jackets,S,Beige,2386,1,2386,1,Good quality,UPI,Chennai,4
ORD596,CUST639,2026-03-30,Track Pants,T-Shirts,XL,Red,1205,3,3615,3,Excellent,UPI,Bangalore,3
ORD597,CUST292,2026-03-30,Jeans,Jeans,M,Grey,1033,1,1033,4,Excellent,UPI,Hyderabad,5
ORD598,CUST884,2026-01-06,Jeans,Shirts,S,Black,2421,1,2421,3,Excellent,UPI,Mumbai,7
ORD599,CUST22,2026-01-13,Formal Shirt,Bottomwear,M,Grey,1256,3,3768,3,Excellent,UPI,Bangalore,7
ORD600,CUST569,2026-03-16,Track Pants,Jeans,M,Grey,2568,3,154080,1,Excellent,UPI,Delhi,3
ORD601,CUST393,2026-02-06,Polo T-Shirt,Bottomwear,S,White,1376,3,4128,4,Average,COD,Chennai,7
ORD602,CUST220,2026-01-24,Track Pants,Winter Wear,XL,Grey,2606,1,2606,4,Excellent,Card,Hyderabad,5
ORD603,CUST226,2026-03-08,Polo T-Shirt,Winter Wear,L,Green,2782,3,8346,1,Excellent,Card,Chennai,2
ORD604,CUST789,2026-02-06,Chinos,Bottomwear,L,Yellow,1425,3,4275,4,Average,Net Banking,Bangalore,2
ORD605,CUST975,2026-03-28,Track Pants,T-Shirts,S,Yellow,3252,1,65040,4,Not satisfied,UPI,Hyderabad,3
ORD606,CUST809,2026-02-21,Blazer,Shirts,M,White,1989,1,1989,3,Good quality,Net Banking,Hyderabad,3
ORD607,CUST870,2026-03-05,Hoodie,Jackets,L,Beige,1958,2,3916,5,Not satisfied,Net Banking,Delhi,4
ORD608,CUST302,2026-02-28,Formal Shirt,Shirts,L,Yellow,2536,1,2536,2,Excellent,UPI,Pune,2
ORD609,CUST140,2026-03-05,Casual Shirt,T-Shirts,XL,Red,1125,2,2250,5,Value for money,UPI,Hyderabad,7
ORD610,CUST1065,2026-03-05,Chinos,T-Shirts,L,Yellow,2508,3,7524,3,Value for money,Card,Delhi,6
ORD611,CUST37,2026-01-05,Denim Jacket,Shirts,XL,Yellow,1788,2,3576,4,Not satisfied,UPI,Hyderabad,3
ORD612,CUST1141,2026-03-26,Hoodie,Jackets,M,Yellow,2264,1,2264,3,Not satisfied,Net Banking,Hyderabad,6
ORD613,CUST1005,2026-03-26,Joggers,Jackets,XL,Yellow,2802,1,2802,5,Excellent,Net Banking,Mumbai,5
ORD614,CUST774,2026-03-20,Track Pants,Jeans,L,Black,615,3,1845,1,Good quality,Card,Mumbai,7
ORD615,CUST1196,2026-01-04,Track Pants,Winter Wear,S,Beige,1913,2,3826,4,Average,UPI,Pune,3
ORD616,CUST508,2026-01-31,Hoodie,Bottomwear,S,White,1748,1,1748,3,Good quality,UPI,Delhi,4
ORD617,CUST77,2026-02-28,Denim Jacket,Bottomwear,XL,Green,583,3,1749,4,Value for money,UPI,Mumbai,5
ORD618,CUST1169,2026-02-19,Track Pants,Bottomwear,S,Yellow,909,3,2727,2,Average,Net Banking,Delhi,7
ORD619,CUST696,2026-01-22,Blazer,Jeans,L,Beige,1326,2,2652,1,Value for money,COD,Mumbai,4
ORD620,CUST98,2026-02-08,Blazer,Winter Wear,M,White,3439,3,10317,1,Value for money,Card,Mumbai,2
ORD621,CUST1161,2026-03-09,Chinos,Winter Wear,M,Red,3758,1,3758,3,Value for money,Card,Chennai,7
ORD622,CUST1106,2026-02-10,Jeans,Winter Wear,XL,Green,3059,3,9177,4,Value for money,COD,Hyderabad,7
ORD623,CUST1058,2026/01/24,Blazer,Winter Wear,M,Yellow,1597,3,4791,5,Value for money,Net Banking,Delhi,7
ORD624,CUST123,2026-03-08,Jeans,Jeans,XL,Blue,1484,1,1484,3,Not satisfied,Net Banking,Mumbai,2
ORD625,CUST417,2026-02-22,Hoodie,Jeans,M,Green,3313,3,9939,2,Not satisfied,COD,Hyderabad,3
ORD626,CUST394,2026-01-04,Jeans,Jeans,XL,Yellow,2793,2,$5586,4,Excellent,COD,Bangalore,4
ORD627,CUST280,2026-01-04,Hoodie,Jeans,M,Black,3459,2,6918,1,Excellent,UPI,Mumbai,6
ORD628,CUST611,2026-01-09,Denim Jacket,Jeans,S,Beige,3939,3,11817,2,Good quality,UPI,Delhi,7
ORD629,CUST1025,2026-01-16,Joggers,Jackets,L,Yellow,869,1,869,5,Excellent,Card,Mumbai,6
ORD630,CUST799,2026-01-31,Denim Jacket,T-Shirts,M,White,1217,1,1217,3,Not satisfied,Net Banking,Mumbai,6
ORD631,CUST115,2026-03-04,Joggers,Jeans,S,Red,2735,2,5470,4,Good quality,Card,Bangalore,4
ORD632,CUST974,2026-02-17,Hoodie,Shirts,S,Black,3329,3,9987,2,Average,Net Banking,Mumbai,7
ORD633,CUST744,2026-03-29,Formal Shirt,Bottomwear,M,Yellow,2091,1,2091,4,Average,Card,Hyderabad,3
ORD634,CUST610,2026-01-27,Polo T-Shirt,Winter Wear,L,Beige,3733,1,3733,3,Excellent,Net Banking,Chennai,7
ORD635,CUST846,2026-02-12,Denim Jacket,Shirts,M,Green,2573,1,2573,3,Not satisfied,Card,Chennai,7
ORD636,CUST57,2026-01-07,Polo T-Shirt,Jackets,XL,Blue,512,2,1024,2,Average,Card,Delhi,2
ORD637,CUST227,2026-01-21,Jeans,Bottomwear,M,Beige,3746,2,7492,4,Not satisfied,COD,Mumbai,3
ORD638,CUST671,2026-02-06,Jeans,Shirts,XL,Red,1245,2,2490,4,Value for money,COD,Hyderabad,2
ORD639,CUST1144,2026-03-24,Blazer,Jackets,M,White,2394,1,2394,3,Good quality,UPI,Chennai,6
ORD640,CUST879,2026-03-18,Hoodie,T-Shirts,S,Red,1196,3,3588,1,Excellent,Net Banking,Chennai,7
ORD641,CUST1013,2026-01-16,Jeans,Jackets,M,Grey,3831,2,7662,3,Not satisfied,Net Banking,Bangalore,5
ORD642,CUST424,2026-03-18,Jeans,Jeans,M,Beige,1238,2,2476,2,Excellent,Card,Mumbai,3
ORD643,CUST924,2026-02-01,Track Pants,Bottomwear,XL,White,542,2,1084,2,Average,Net Banking,Pune,3
ORD644,CUST786,2026-02-24,Blazer,Jeans,S,White,2781,1,2781,1,Average,COD,Chennai,4
ORD645,CUST94,2026-01-01,Hoodie,Bottomwear,XL,Green,2116,3,6348,3,Good quality,UPI,Delhi,3
ORD646,CUST534,2026-01-22,Joggers,Winter Wear,L,Yellow,1040,1,1040,3,Value for money,Net Banking,Bangalore,4
ORD647,CUST240,2026-02-10,Casual Shirt,T-Shirts,XL,Green,3563,2,7126,4,Average,Card,Delhi,4
ORD648,CUST1059,2026-02-10,Denim Jacket,T-Shirts,L,Yellow,3628,1,3628,5,Not satisfied,UPI,Bangalore,3
ORD649,CUST112,2026-01-30,Polo T-Shirt,Shirts,XL,Green,1169,3,3507,4,Not satisfied,UPI,Chennai,2
ORD650,CUST905,2026-02-15,Joggers,Winter Wear,XL,Yellow,960,3,2880,2,Excellent,Card,Hyderabad,3
ORD651,CUST582,2026-01-24,Polo T-Shirt,Jackets,L,Grey,2890,1,2890,5,Value for money,COD,Chennai,2
ORD652,CUST505,2026-03-05,Formal Shirt,Jeans,S,Green,3290,3,9870,1,Not satisfied,Card,Delhi,2
ORD653,CUST663,2026-01-20,Casual Shirt,Shirts,XL,Yellow,2359,3,7077,3,Value for money,UPI,Mumbai,2
ORD654,CUST928,2026-02-11,Blazer,T-Shirts,M,Black,3783,3,11349,3,Average,UPI,Pune,2
ORD655,CUST1121,2026-03-19,Denim Jacket,Shirts,XL,Green,1229,1,1229,4,Excellent,UPI,Bangalore,3
ORD656,CUST796,2026-02-21,Hoodie,Jackets,M,White,1722,2,3444,4,Average,COD,Mumbai,7
ORD657,CUST197,2026-02-17,Joggers,T-Shirts,XL,Yellow,2089,2,4178,3,Value for money,Net Banking,Hyderabad,5
ORD658,CUST755,2026-03-20,Polo T-Shirt,Winter Wear,XL,White,665,3,1995,3,Not satisfied,COD,Pune,7
ORD659,CUST318,2026-03-05,Joggers,Jackets,S,Green,2417,2,4834,1,Not satisfied,Card,Bangalore,3
ORD660,CUST616,2026-02-01,Joggers,Winter Wear,L,Black,2756,1,2756,1,Value for money,UPI,Delhi,5
ORD661,CUST846,2026-01-13,Chinos,Jackets,L,Red,1543,3,4629,1,Value for money,UPI,Hyderabad,7
ORD662,CUST948,2026-01-23,Polo T-Shirt,Winter Wear,S,White,2204,3,6612,3,Average,Net Banking,Pune,5
ORD663,CUST543,2026-02-13,Polo T-Shirt,T-Shirts,M,White,3559,3,10677,3,Excellent,Net Banking,Delhi,2
ORD664,CUST12,2026-02-20,Formal Shirt,Shirts,M,Yellow,2384,3,7152,4,Value for money,Net Banking,Mumbai,6
ORD665,CUST739,2026-03-30,Denim Jacket,Jeans,S,Blue,1053,1,1053,2,Excellent,UPI,Pune,3
ORD666,CUST55,2026-01-27,Chinos,Jackets,M,Grey,2284,3,6852,5,Good quality,UPI,Mumbai,5
ORD667,CUST304,2026-03-02,Denim Jacket,Shirts,S,Blue,1124,3,3372,4,Not satisfied,Net Banking,Hyderabad,5
ORD668,CUST1199,2026-02-01,Jeans,Jeans,XL,Black,1867,1,1867,1,Not satisfied,Net Banking,Chennai,7
ORD669,CUST1186,2026-03-18,Joggers,Jeans,S,Yellow,2137,2,4274,5,Value for money,Net Banking,Bangalore,7
ORD670,CUST125,2026-03-09,Casual Shirt,Winter Wear,L,White,1597,3,4791,4,Not satisfied,UPI,Chennai,6
ORD671,CUST711,2026-02-27,Denim Jacket,Shirts,M,Green,3474,1,3474,4,Average,Net Banking,Bangalore,6
ORD672,CUST450,2026-03-17,Track Pants,Bottomwear,XL,Blue,1701,3,5103,4,Not satisfied,Card,Chennai,3
ORD673,CUST425,2026-02-06,Formal Shirt,Jackets,XL,Blue,1209,1,1209,2,Value for money,Net Banking,Hyderabad,5
ORD674,CUST1012,2026-02-08,Jeans,T-Shirts,S,Black,1969,2,3938,3,Good quality,COD,Delhi,2
ORD675,CUST131,2026-02-13,Denim Jacket,Shirts,M,White,2801,1,2801,4,Average,Card,Mumbai,2
ORD676,CUST1141,2026-02-04,Polo T-Shirt,Jackets,S,Black,2293,2,4586,1,Excellent,UPI,Delhi,2
ORD677,CUST1039,2026-01-14,Polo T-Shirt,Jackets,S,Grey,one thousand,1,1981,3,Not satisfied,Net Banking,Pune,2
ORD678,CUST316,2026-03-24,Track Pants,Jeans,M,White,3975,1,3975,4,Not satisfied,UPI,Bangalore,5
ORD679,CUST700,2026-02-06,Joggers,T-Shirts,S,Green,2025,3,6075,4,Average,COD,Bangalore,6
ORD680,CUST864,2026-01-30,Polo T-Shirt,Winter Wear,XL,Beige,2379,3,7137,3,Excellent,Net Banking,Bangalore,2
ORD681,CUST1060,2026-01-09,Formal Shirt,Jeans,L,Beige,3663,1,3663,4,Excellent,Net Banking,Hyderabad,7
ORD682,CUST310,2026-03-15,Casual Shirt,Jackets,L,Beige,2146,3,6438,5,Average,Card,Mumbai,2
ORD683,CUST573,2026-03-09,Blazer,T-Shirts,XL,Yellow,3137,1,3137,5,Value for money,Net Banking,Pune,4
ORD684,CUST829,2026-01-26,Hoodie,Shirts,S,Red,2097,3,6291,2,Value for money,Card,Bangalore,2
ORD685,CUST1048,2026-03-12,Hoodie,Bottomwear,L,Blue,595,1,595,5,Value for money,Card,Bangalore,4
ORD686,CUST866,2026-03-06,Formal Shirt,Jackets,S,Red,1563,3,4689,5,Average,UPI,Hyderabad,7
ORD687,CUST256,2026-02-27,Hoodie,Bottomwear,S,Yellow,1888,1,1888,5,Value for money,COD,Mumbai,4
ORD688,CUST583,2026-03-27,Blazer,Jackets,M,Beige,2628,3,7884,2,Excellent,Card,Delhi,6
ORD689,CUST395,2026-02-16,Chinos,Shirts,M,Beige,3893,2,7786,1,Excellent,UPI,Chennai,3
ORD690,CUST976,2026-01-28,Chinos,Shirts,L,Beige,2909,3,8727,5,Not satisfied,Card,Delhi,5
ORD691,CUST868,2026-02-26,Chinos,Jackets,XL,Blue,1091,3,3273,2,Not satisfied,Net Banking,Bangalore,7
ORD692,CUST1052,2026-03-09,Formal Shirt,Jackets,M,Yellow,2438,1,2438,2,Value for money,Card,Hyderabad,6
ORD693,CUST837,2026-01-15,Formal Shirt,Jeans,L,Black,2641,1,2641,1,Average,Card,Mumbai,4
ORD694,CUST603,2026-03-04,Casual Shirt,T-Shirts,M,Beige,699,2,1398,3,Good quality,COD,Pune,5
ORD695,CUST5,2026-01-16,Joggers,Jeans,S,Black,2210,2,4420,5,Average,Net Banking,Mumbai,5
ORD696,CUST974,2026-03-19,Polo T-Shirt,T-Shirts,XL,Yellow,3232,2,6464,2,Average,UPI,Delhi,7
ORD697,CUST839,2026-02-19,Jeans,Winter Wear,L,Black,3246,2,6492,3,Excellent,COD,Pune,2
ORD698,CUST1172,2026-03-22,Hoodie,Bottomwear,S,White,1288,3,3864,5,Value for money,UPI,Delhi,6
ORD699,CUST388,2026-03-02,Joggers,Shirts,S,Blue,577,2,1154,2,Good quality,Net Banking,Hyderabad,6
ORD700,CUST657,2026-02-21,Blazer,Shirts,XL,Black,1892,2,3784,2,Not satisfied,UPI,Delhi,4
ORD701,CUST783,2026-02-02,Formal Shirt,Shirts,S,Blue,1668,1,1668,2,Average,UPI,Bangalore,4
ORD702,CUST835,2026-03-28,Polo T-Shirt,Shirts,L,Blue,611,3,1833,1,Average,Net Banking,Hyderabad,4
ORD703,CUST292,2026-02-22,Track Pants,Jeans,XL,White,712,1,712,2,Value for money,COD,Chennai,6
ORD704,CUST1034,2026-02-19,Formal Shirt,Jeans,S,Red,2403,3,7209,4,Excellent,Net Banking,Hyderabad,5
ORD705,CUST479,2026-01-03,Hoodie,Bottomwear,S,Grey,3625,3,10875,2,Average,Net Banking,Chennai,2
ORD706,CUST1025,2026-01-27,Polo T-Shirt,Jeans,M,Grey,2701,2,5402,5,Not satisfied,UPI,Hyderabad,5
ORD707,CUST593,2026-03-25,Polo T-Shirt,Shirts,S,Yellow,1619,3,4857,3,Not satisfied,Card,Pune,3
ORD708,CUST1199,2026-03-07,Hoodie,Shirts,M,White,1731,1,1731,4,Excellent,COD,Pune,6
ORD709,CUST573,2026-02-25,Jeans,Bottomwear,L,Red,3101,2,6202,4,Average,COD,Pune,4
